Index,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Time Took For Restoration (hrs),Demand Loss (MW),Number of Customers Affected,State,County,NERC_Region,Event_Type,Alert_Criteria
683,February,2020-02-26,17:00:00,02/26/2020,18:05:00,1.0833333333333321,0,0,Maine,,NPCC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
684,February,2020-02-26,11:29:00,02/26/2020,12:14:00,0.75,0,0,South Dakota,,MRO,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
684,February,2020-02-26,11:29:00,02/26/2020,12:14:00,0.75,0,0,Wyoming,,MRO,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
684,February,2020-02-26,11:29:00,02/26/2020,12:14:00,0.75,0,0,Colorado,,MRO,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
685,February,2020-02-29,01:45:00,02/29/2020,02:30:00,0.75,0,0,Nevada,Clark County,WECC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
685,February,2020-02-29,01:45:00,02/29/2020,02:30:00,0.75,0,0,Nevada,Washoe County,WECC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
686,March,2020-03-01,11:27:00,03/01/2020,21:47:00,10.333333333333336,19,3136,Mississippi,Rankin County,SERC,Transmission Interruption,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
687,March,2020-03-01,22:15:00,,,,0,0,New York,,NPCC,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.
688,March,2020-03-01,08:00:00,,,,675,,New York,,NPCC,Fuel Supply Deficiency,Fuel supply emergencies that could impact electric power system adequacy or reliability.
689,March,2020-03-02,01:43:00,03/02/2020,02:43:00,0.9999999999999998,0,0,Nevada,Clark County,WECC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
689,March,2020-03-02,01:43:00,03/02/2020,02:43:00,0.9999999999999998,0,0,Nevada,Washoe County,WECC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
690,March,2020-03-03,14:30:00,03/03/2020,14:31:00,0.016666666666669272,0,0,Alabama,,SERC,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.
691,March,2020-03-08,22:10:00,03/09/2020,01:02:00,2.866666666666667,0,0,Texas,Llano County,TRE,Suspicious Activity,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
692,March,2020-03-12,01:03:00,03/12/2020,03:00:00,1.9499999999999997,40,15864,Pennsylvania,,RF,Transmission Interruption,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
693,March,2020-03-16,12:01:00,03/16/2020,13:10:00,1.1499999999999986,165,110800,California,,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
694,March,2020-03-16,08:00:00,03/16/2020,08:01:00,0.01666666666666794,0,0,California,Los Angeles County,WECC,Vandalism,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
695,March,2020-03-16,08:00:00,03/16/2020,08:01:00,0.01666666666666794,0,0,California,Los Angeles County,WECC,Vandalism,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
696,March,2020-03-17,10:30:00,03/17/2020,11:41:00,1.1833333333333331,6062,0,Michigan,Washtenaw County,RF,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
697,March,2020-03-18,07:09:00,,,,237,73000,Utah,,WECC,Natural Disaster,"Loss of electric service to more than 50,000 customers for 1 hour or more."
698,March,2020-03-19,17:05:00,03/19/2020,17:43:00,0.6333333333333337,0,0,Minnesota,St. Louis County,MRO,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
699,March,2020-03-20,22:20:00,03/20/2020,23:30:00,1.1666666666666679,0,0,Connecticut,,NPCC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
699,March,2020-03-20,22:20:00,03/20/2020,23:30:00,1.1666666666666679,0,0,Massachusetts,,NPCC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
699,March,2020-03-20,22:20:00,03/20/2020,23:30:00,1.1666666666666679,0,0,Rhode Island,,NPCC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
699,March,2020-03-20,22:20:00,03/20/2020,23:30:00,1.1666666666666679,0,0,Maine,,NPCC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
699,March,2020-03-20,22:20:00,03/20/2020,23:30:00,1.1666666666666679,0,0,New Hampshire,,NPCC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
699,March,2020-03-20,22:20:00,03/20/2020,23:30:00,1.1666666666666679,0,0,Vermont,,NPCC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
700,March,2020-03-20,23:38:00,03/20/2020,23:59:00,0.3500000000000014,0,0,Maine,,NPCC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
701,March,2020-03-20,23:45:00,03/21/2020,00:30:00,0.7499999999999973,0,0,Connecticut,,NPCC,System Operations,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
701,March,2020-03-20,23:45:00,03/21/2020,00:30:00,0.7499999999999973,0,0,Massachusetts,,NPCC,System Operations,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
702,March,2020-03-23,00:15:00,03/25/2020,17:11:00,16.933333333333334,0,0,Wisconsin,Columbia County,MRO,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.
703,March,2020-03-23,14:15:00,03/23/2020,16:37:00,2.3666666666666663,,1018,Virginia,,SERC,Sabotage,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
704,March,2020-03-24,12:45:00,03/24/2020,14:00:00,1.2500000000000009,0,0,California,Nevada County,WECC,Suspicious Activity,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
705,March,2020-03-24,02:55:00,03/24/2020,06:50:00,3.916666666666666,,51026,Connecticut,,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
705,March,2020-03-24,02:55:00,03/24/2020,06:50:00,3.916666666666666,,51026,Massachusetts,,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
705,March,2020-03-24,02:55:00,03/24/2020,06:50:00,3.916666666666666,,51026,Maine,,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
705,March,2020-03-24,02:55:00,03/24/2020,06:50:00,3.916666666666666,,51026,New Hampshire,,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
705,March,2020-03-24,02:55:00,03/24/2020,06:50:00,3.916666666666666,,51026,Rhode Island,,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
705,March,2020-03-24,02:55:00,03/24/2020,06:50:00,3.916666666666666,,51026,Vermont,,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
706,March,2020-03-25,10:31:00,,,,0,0,Nevada,Clark County,WECC,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.
707,March,2020-03-26,21:29:00,03/26/2020,21:47:00,0.3000000000000016,19,11964,Ohio,,RF,Transmission Interruption,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
708,March,2020-03-27,13:06:00,03/27/2020,13:58:00,0.8666666666666689,0,0,Delaware,Kent County,RF,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
708,March,2020-03-27,13:06:00,03/27/2020,13:58:00,0.8666666666666689,0,0,Delaware,New Castle County,RF,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
708,March,2020-03-27,13:06:00,03/27/2020,13:58:00,0.8666666666666689,0,0,Delaware,Sussex County,RF,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
708,March,2020-03-27,13:06:00,03/27/2020,13:58:00,0.8666666666666689,0,0,Maryland,Cecil County,RF,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
708,March,2020-03-27,13:06:00,03/27/2020,13:58:00,0.8666666666666689,0,0,Maryland,Harford County,RF,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
708,March,2020-03-27,13:06:00,03/27/2020,13:58:00,0.8666666666666689,0,0,Maryland,Talbot County,RF,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
708,March,2020-03-27,13:06:00,03/27/2020,13:58:00,0.8666666666666689,0,0,Maryland,Kent County,RF,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
708,March,2020-03-27,13:06:00,03/27/2020,13:58:00,0.8666666666666689,0,0,Maryland,Queen Anne's County,RF,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
708,March,2020-03-27,13:06:00,03/27/2020,13:58:00,0.8666666666666689,0,0,Maryland,Dorchester County,RF,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
708,March,2020-03-27,13:06:00,03/27/2020,13:58:00,0.8666666666666689,0,0,Maryland,Wicomico County,RF,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
708,March,2020-03-27,13:06:00,03/27/2020,13:58:00,0.8666666666666689,0,0,Maryland,Worcester County,RF,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
708,March,2020-03-27,13:06:00,03/27/2020,13:58:00,0.8666666666666689,0,0,Maryland,Somerset County,RF,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
709,March,2020-03-27,13:06:00,03/27/2020,13:58:00,0.8666666666666689,0,0,New Jersey,Atlantic County,RF,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
709,March,2020-03-27,13:06:00,03/27/2020,13:58:00,0.8666666666666689,0,0,New Jersey,Cape May County,RF,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
709,March,2020-03-27,13:06:00,03/27/2020,13:58:00,0.8666666666666689,0,0,New Jersey,Cumberland County,RF,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
709,March,2020-03-27,13:06:00,03/27/2020,13:58:00,0.8666666666666689,0,0,New Jersey,Gloucester County,RF,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
